item	itemLabel
Q658680	John Scott
Q659117	John R. Connelly
Q661668	William Eustis
Q662054	Charles Pinckney
Q662815	Ariosto A. Wiley
Q66309702	Beth Van Duyne
Q663151	Hugh Williamson
Q663205	Benjamin Barker Odell, Jr.
Q663880	Robert K. Goodwin
Q6647003	Timothy P. Sheehan
Q664816	Dale Alford
Q666262	John A. Peters
Q666270	Isaac Stephenson
Q6662742	Lloyd Smucker
Q666931	John Lindsay
Q667935	Gilbert Carlton Walker
Q6680369	Loren E. Wheeler
Q6680648	Lorenzo Burrows
Q6680691	Lorenzo Danford
Q6684581	Lot Clark
Q6685454	Lou Correa
Q6687078	Louis E. Atkinson
Q6687086	Louis E. Graham
Q6687174	Louis Fitzhenry
Q668779	Thomas B. Robertson
Q6688346	Louis W. Emerson
Q669087	John Floyd
Q6697071	Lucien E. Blackwell
Q6697568	Lucius Littauer
Q669934	Reid Fred Murray
Q6699348	Ludwig Teller
Q6699374	Ludwig Worman
Q670158	Edwin B. Winans
Q670436	Carroll L. Beedy
Q6705487	Luther Badger
Q6705522	Luther C. Peck
Q6705605	Luther M. Strong
Q6705626	Luther Reily
Q6705653	Luther W. Mott
Q6708048	Lyman K. Bass
Q6708092	Lyman Tremain
Q670812	Francis G. Newlands
Q6708639	Lynden Evans
Q670919	Thomas Tillinghast
Q670990	Howard Shultz Miller
Q6712377	M. Alfred Michaelson
Q6712843	M. Lindley Lee
Q671483	Jim Jontz
Q671583	Paul B. Johnson, Sr.
Q671958	Thomas Fitzsimons
Q671976	John Culberson
Q672269	Dave Weldon
Q672671	Robert Aderholt
Q6726900	Madeleine Dean
Q672919	Brad Sherman
Q6734226	Mahlon Morris Garland
Q674371	Daniel Carroll
Q674576	Arlan Stangeland
Q674930	Arlen Erdahl
Q674939	William S. Damrell
Q675348	Sam Farr
Q675570	Elizabeth Kee
Q6758066	Marcus C.L. Kline
Q675869	Jim Costa
Q675971	Ezekiel S. Candler, Jr.
Q6762003	Marian W. Clarke
Q676392	John Jenrette
Q6767311	Mark DeSaulnier
Q6767866	Mark H. Sibley
Q6771841	Marlin Edgar Olmsted
Q677285	John T. Cutting
Q6772983	Marriott Henry Brosius
Q6774492	Martha McSally
Q6774850	Martin A. Brennan
Q6774916	Martin B. McKneally
Q6775097	Martin Butterfield
Q6775246	Martin D. Foster
Q6775552	Martin Gorski
Q6775573	Martin Grover
Q6775698	Martin R. Hoke
Q6775842	Martin K. Gantz
Q677621	Henry Teigan
Q6776496	Martin Russell Thayer
Q6779928	Mary Jo Kilroy
Q678057	Milton H. Welling
Q6787134	Mathias Morris
Q6790066	Matthew A. Dunn
Q6790402	Matthew Denver
Q6790482	Matthew F. McHugh
Q6790601	Matthew Griswold
Q6790722	Matthew J. Merritt
Q6791552	Matthias H. Nichols
Q679414	Richard Fletcher
Q6799284	William McKendree Springer
Q6799712	William Ralls Morrison
Q679984	Joseph J. Russell
Q6803175	Meade Purdy
Q680605	Thomas Allen
Q680732	Thomas Davee
Q680830	Roger Griswold
Q680902	John Y. Brown
Q681031	Brian J. Donnelly
Q6813033	Mell G. Underwood
Q6813863	Melville Clyde Kelly
Q6814026	Melvin M. Boothman
Q6814836	William P. Cutler
Q6818955	Meredith Mallory
Q682552	Steven T. Kuykendall
Q682620	Everis A. Hayes
Q6827209	Mial Eben Lilley
Q6827861	Micah Brooks
Q682787	Emory Speer
Q682902	Littleton Waller Tazewell
Q6829152	Michael Carver Trout
Q6829632	Michael D. Harter
Q6829914	Michael Donohoe
Q6830018	Michael E. Driscoll
Q6831315	Michael Hutchinson Jenks
Q6831369	Michael J. Bradley
Q6831507	Michael J. Stack
Q6831736	Michael Joseph Muldowney
Q6835447	Michael Woolston Ash
Q683568	James Leeper Johnson
Q683620	Thomas Watkins Ligon
Q6837025	Michelle Fischbach
Q6837200	Michelle Park Steel
Q684076	Weldon Nathaniel Edwards
Q684548	Mike Kreidler
Q6846090	Mike Bost
Q684795	John Adams Harper
Q685149	Lamar S. Smith
Q685992	Hamilton Fish
Q6860312	Milo Goodrich
Q6861172	Milton I. Southard
Q6861525	Milton William Shreve
Q6862199	Mimi Walters
Q6869444	Josiah Gardner Abbott
Q688627	Armistead Burt
Q688628	Armistead I. Selden, Jr.
Q689026	Armstead M. Alexander
Q6902207	Monroe Henry Kulp
Q690509	John Hervey Crozier
Q690724	Timothy J. Carter
Q6911580	Morgan B. Williams
Q6911828	Morgan Ringland Wise
Q691229	Joseph Johnson
Q691422	Harry Lane Englebright
Q6914720	Mortimer Fitzland Elliott
Q6915715	Moses Bledso Corwin
Q6915813	Moses Hayden
Q6915817	Moses Hoagland
Q6915877	Moses McClean
Q691825	Lawrence R. Ellzey
Q69319	John Kasich
Q693238	Mike D. Rogers
Q693499	William Orlando Butler
Q6948421	Myron Benjamin Wright
Q695870	Arnold Olsen
Q6962831	Nancy Mace
Q6965014	Napoleon B. Thistlewood
Q6969044	Nathan Evans
Q6969201	Nathan Leroy Strong
Q6969471	Nathaniel Allen
Q6969629	Nathaniel Garrow
Q6969784	Nathaniel N. Craley Jr.
Q6969903	Nathaniel W. Howell
Q6990371	Nelson Barrere
Q6990549	Nelson H. Van Vorhes
Q6990574	Nelson I. Norton
Q6990692	Nelson Platt Wheeler
Q699970	John Yarmuth
Q700005	Albert Berry
Q7002124	Noah Morgan Mason
Q7002372	John T. Buckbee
Q7002719	William H. Hinebaugh
Q701559	Godlove Stein Orth
Q7020459	Newton W. Nutting
Q7026280	Nicholas T. Kane
Q7030112	Nicole Malliotakis
Q7030289	Nicoll Fosdick
Q7031517	Niels Juul
Q7045294	Noadiah Johnson
Q7045381	Noah Davis
Q7052314	Norman Hall
Q7052389	Norman Judd Gould
Q705697	John Heinz
Q7060665	Norton Prentiss Otis
Q706545	Artemas Hale
Q706555	Artemas Ward, Jr.
Q707974	Isidor Straus
Q7079945	Ogden R. Reid
Q708511	Arthur B. Jenks
Q708524	Arthur B. Rouse
Q708529	Arthur B. Williams
Q7087376	Oliver A. Morse
Q7087440	Oliver C. Comstock
Q7087628	Oliver James Dickey
Q7087731	Oliver P. Bolton
Q7087756	Oliver Phelps
Q7087912	Oliver W. Frey
Q708904	Peter Buell Porter
Q708913	George Clymer
Q709047	Patrick Magruder
Q709078	Arthur Daniel Healey
Q709630	Arthur H. Greenwood
Q709639	Arthur H. Taylor
Q710259	Arthur Lewis Miller
Q7103058	Orlando Burrell
Q7104081	Orrin Dubbs Bleakley
Q7104120	Orsamus B. Matteson
Q710430	Arthur Livermore
Q710500	Arthur Monroe Free
Q7105236	Orville Hungerford
Q7105252	Orville Robinson
Q7105961	Oscar F. Moore
Q7106091	Oscar Lawrence Jackson
Q710721	William Cohen
Q710910	Arthur P. Murphy
Q7110413	Robert McClory
Q7114444	Owen D. Leib
Q7114530	Owen Jones
Q7114624	Owen Scott
Q711549	Arthur Smith
Q711828	Arthur W. Kopp
Q711835	Arthur W. Mitchell
Q712059	William Barksdale
Q712134	Paul Simon
Q7138291	Parker Corning
Q714106	Nathaniel P. Banks
Q7146481	Patrick Farrelly
Q7146542	Patrick Gaines Goode
Q7146792	Patrick J. Boland
Q7147176	Patrick McLane
Q7149149	Paul Bartram Dague
Q714956	John Salazar
Q7150567	Paul F. Schenck
Q7151515	Paul J. Sorg
Q7152004	Paul Leidy
Q7152365	Paul McHale
Q715355	Vic Snyder
Q715362	Mike Ross
Q715399	Robert Marion Berry
Q7169142	Perley B. Johnson
Q716927	John P. Hale
Q7171818	Pete Abele
Q7171821	Pete Aguilar
Q7172439	Peter A. Peyser
Q7172441	Peter A. Porter
Q7172443	Peter A. Quinn
Q7173130	Peter C. Granata
Q717353	Clarence D. Clark
Q7173784	Peter E. Costello
Q7173908	Peter F. Mack, Jr.
Q7174067	Peter Francis Hammond
Q7174141	Peter G. Ten Eyck
Q7174451	Peter H. Kostmayer
Q7174682	Peter Hitchcock
Q7174825	Peter Ihrie, Jr.
Q7174860	Peter J. De Muth
Q7175939	Peter Moore Speer
Q7176081	Peter Newhard
Q71766	Steven Schiff
Q718127	Luis Gutiérrez
Q7182594	Philadelph Van Trump
Q7183010	Philemon Beecher
Q7183012	Philemon Bliss
Q7183094	Philip A. Goodwin
Q7183156	Philip B. Fouke
Q7183309	Philip C. Hayes
Q7183858	Philip Johnson
Q7183910	Philip Knopf
Q7184444	Philip Swenk Markley
Q7186008	Philo C. Fuller
Q71863	John S. Tanner
Q7186357	Phineas L. Tracy
Q718718	William Wilkins
Q719092	George Armistead Smathers
Q7199594	Pius L. Schwert
Q719965	Bob Bartlett
Q720065	Asa Biggs
Q720088	Asa Clapp
Q720109	Asa Grover
Q720112	Asa H. Willie
Q720120	Asa Hodges
Q720121	Asa Hutchinson
Q720138	Asa Lyon
Q720251	George W. McCrary
Q7203978	Pleasant T. Chapman
Q720418	Asahel Stearns
Q720527	James G. Scrugham
Q720568	Levi Lincoln
Q720584	Charles Foster
Q721225	John Wesley Davis
Q721456	Asbury Francis Lever
Q721467	Asbury Latimer
Q7216181	William Richard Johnson
Q7216242	Vespasian Warner
Q7216299	Thomas F. Tipton
Q723134	Jim Inhofe
Q723148	Cheri Bustos
Q723155	John W. Wydler
Q7231653	Porter Sheldon
Q723174	Seymour Halpern
Q723180	Andrew McCord
Q723209	Daniel Frisa
Q723273	David A. Levy
Q723278	James Dixon Roman
Q723295	Ben Cardin
Q723401	L. Gary Clemente
Q723488	Howard Homan Buffett
Q723765	Mark Foley
Q723812	James P. McGranery
Q723828	William Bauchop Wilson
Q723896	Thad Cochran
Q723956	Joel Roberts Poinsett
Q724135	Albert Sidney Burleson
Q724167	William C. Redfield
Q724250	Wayne Allard
Q724329	Nathan Clifford
Q724503	William Henry Moody
Q724521	Ebenezer R. Hoar
Q724629	Frederick Muhlenberg
Q724758	Barent Gardenier
Q724833	Stevenson Archer
Q724854	Charles Boyle Roberts
Q724941	Joseph McKenna
Q724953	John Lewis Thomas
Q724974	Edwin Hanson Webster
Q72498	Rick Lazio
Q724992	James Barroll Ricaud
Q725033	Jacob Shower
Q725091	Asher G. Caruth
Q725092	Asher Hinds
Q725740	William M. Tuck
Q725743	Ashley B. Wright
Q726427	Philip Pendleton Barbour
Q7273551	R. Clint Cole
Q727361	Richard Baker
Q7273690	R. Holland Duell
Q727598	Leslie L. Byrne
Q7285471	Raja Krishnamoorthi
Q7287132	Ralph Abernethy Gamble
Q7287387	Ralph Dayton Cole
Q7287914	Ralph Norman
Q7287971	Ralph Pomeroy Buckland
Q7288210	Ralph W. Gwinn
Q729018	William Wyatt Bibb
Q7292187	Randy Feenstra
Q729364	Nils P. Haugen
Q7294939	Rashida Tlaib
Q729627	David A. Starkweather
Q7298226	Ray V. Pierce
Q7298821	Raymond Hugh Burke
Q7300432	Reader W. Clarke
Q7301472	Reasin Beall
Q730358	William Franklin Strowd
Q730379	George Chester Robinson Wagoner
Q730467	Charles Le Moyne Mitchell
Q730958	John Forsyth
Q731148	James Henry Hammond
Q731392	Milton Robert Carr
Q731446	John W. Langley
Q731492	Elihu B. Washburne
Q7317440	Reuben Ellwood
Q7317459	Reuben H. Walworth
Q7317480	Reuben Knecht Bachman
Q7317491	Reuben Moon
Q7317505	Reuben Robie
Q731930	Alexander Monroe Dockery
Q732158	John Page
Q732166	Joseph M. Dixon
Q7322924	John N. Erlenborn
Q7323566	Richard A. Harrison
Q7324158	Richard Biddle
Q7324924	Richard Coulter
Q732497	Reese C. De Graffenreid
Q7324985	Richard Crowley
Q7325047	Richard D. McCarthy
Q7325358	Richard E. Connell
Q7325582	Richard F. McKiniry
Q7325757	Richard Franchot
Q7326191	Richard H. Whiting
Q7326803	Richard Jacobs Haldeman
Q732712	Asle Gronna
Q7327569	Richard M. Simpson
Q7328239	Richard P. Marvin
Q7328812	Richard S. Canby
Q7329368	Richard T. Schulze
Q7329439	Richard Thomas
Q7329648	Richard Vaux
Q7329706	Richard W. Hoffman
Q7329729	Richard W. Townshend
Q733128	George Washington Jones
Q7339221	Ro Khanna
Q7341202	Robert A. Borski, Jr.
Q7341212	Robert A. Childs
Q7341350	Robert Adams, Jr.
Q7341463	Robert Allison
Q7341692	Robert Bruce Chiperfield
Q7341711	Robert B. Gordon
Q7341763	Robert B. Van Valkenburgh
Q7342402	Robert Brown
Q7342630	Robert C. McEwen
Q734319	Mike Crapo
Q734330	Saxby Chambliss
Q7343747	Robert E. Cook
Q7343760	Robert E. Doan
Q7343979	Robert Edward Difenderfer
Q7344078	Robert Emmett Lee
Q7344211	Robert Fleming Rich
Q7344496	Robert Franklin Jones
Q7344530	Robert Freeman Hopwood
Q7344592	Robert G. Allen
Q734473	William E. English
Q7344956	Robert Grey Bushong
Q7345049	Robert H. Foerderer
Q7345053	Robert H. Gittins
Q7345090	Robert H. Nugen
Q7345234	Robert Hanna Hammond
Q7345280	Robert Harris
Q7346019	Robert Jacob Lewis
Q7346066	Robert Jarvis Cochran Walker
Q7346086	Robert Jenkins
Q7346407	Robert Klotz
Q7346534	Robert L. Coffey
Q7346630	Robert L. Rodgers
Q7346633	Robert L. Rose
Q7346803	Robert Lee Davis
Q7347083	Robert M. A. Hawk
Q734713	James B. McCreary
Q7347144	Robert M. Knapp
Q7347167	Robert M. Nevin
Q7347188	Robert M. Switzer
Q7347445	Robert Maynard Murray
Q7347485	Robert McCoy
Q7347557	Robert McKnight
Q7347707	Robert Milton Speer
Q734771	John Reynolds
Q7347823	Robert Morris Yardley
Q7347923	Robert N.C. Nix, Sr.
Q7347930	Robert Neill McGarvey
Q734810	William Grant Stratton
Q7348159	Robert Orr, Jr.
Q7348217	Robert P. Kennedy
Q7349084	Robert R. Barry
Q7349159	Robert Ramsey
Q7349241	Robert Rentoul Reed
Q7349502	Robert S. Rose
Q7349512	Robert S. Stevens
Q7349894	Robert Smith Walker
Q7350240	Robert T. McLoskey
Q7350248	Robert T. Secrest
Q7350516	Robert Joseph Twyman
Q7350664	Robert W. Edgar
Q7350694	Robert W. Levering
Q7350826	Robert Waln
Q7351019	Robert Whitehill
Q735223	William J. Fields
Q735259	Augustus Owsley Stanley
Q735297	Thomas Metcalfe
Q735310	Joseph Duncan
Q735333	Clyde C. Holloway
Q735654	Sydenham Moore
Q7356992	Rodney M. Love
Q7357235	Rodolphus Dickinson
Q7358077	Roger Davis
Q735915	James H. Davidson
Q7360466	Roland V. Libonati
Q7361150	Rollin B. Sanford
Q736156	George W. Patterson
Q7362144	Roman Pucinski
Q7363747	Ron Estes
Q7364037	Ron Klink
Q736772	Levi Lincoln, Jr.
Q736883	John Smith Chipman
Q7370105	Roswell Hart
Q7372090	Rowland B. Mahany
Q7372118	Rowland Day
Q7372682	Roy Clippinger
Q7372827	Roy G. Fitzgerald
Q7374317	Royal Hurlburt Weller
Q737491	Edwin Edwards
Q7375978	Ruben Kihuen
Q7377400	Rudolph Bunner
Q7378026	Rufus Dawes
Q7378062	Rufus King Polk
Q7378082	Rufus Paine Spalding
Q737918	Frank Tejeda
Q738053	D. French Slaughter, Jr.
Q7381134	Russ Fulcher
Q7381491	Russell Errett
Q7381845	Russell W. Keeney
Q7384672	Ryan Zinke
Q7387978	S. Wallace Dempsey
Q7387979	S. Walter Stauffer
Q739034	Thomas M. Gunter
Q740636	Jerry Weller
Q740653	Sam Coon
Q740925	Henry C. Allen
Q7410384	Samson Mason
Q7410712	Samuel A. Smith
Q7410716	Samuel A. Weiss
Q7410747	Samuel Alfred Craig
Q7410765	Samuel Anderson
Q7410768	Samuel Anderson Purviance
Q7410786	Samuel Arza Davenport
Q7410803	Samuel Augustus Bridges
Q7410811	Samuel Austin Kendall
Q7410916	Samuel Bernard Dick
Q7410925	Samuel Birdsall
Q7410981	Samuel Breck
Q7411057	Samuel Calvin
Q7411065	Samuel Carey Bradshaw
Q7411309	Samuel Edwards
Q7411348	Samuel F. Miller
Q7411373	Samuel Feiser Glatfelter
Q7411380	Samuel Finley Vinton
Q7411388	Samuel Fleming Barr
Q7411439	Samuel G. Andrews
Q7411444	Samuel G. Hathaway
Q7411452	Samuel Galloway
Q7411541	Samuel Griffith
Q7411547	Samuel Gross
Q7411594	Samuel H. Young
Q7411654	Samuel Hays
Q7411665	Samuel Henderson
Q7411676	Samuel Henry Miller
Q7411681	Samuel Herrick
Q7411886	Samuel Kerns McConnell, Jr.
Q7411961	Samuel Lahm
Q7411980	Samuel Lawrence
Q7412063	Samuel Lyon Russell
Q7412070	Samuel M. Hopkins
Q7412162	Samuel McMillan
Q7412212	Samuel Moore
Q7412252	Samuel Myron Brainerd
Q7412363	Samuel Partridge
Q7412540	Samuel S. Ellsworth
Q7412550	Samuel S. Marshall
Q7412555	Samuel S. Stratton
Q7412559	Samuel S. Yoder
Q7412606	Samuel Shellabarger
Q7412643	Samuel Sitgreaves
Q7412661	Samuel Smith
Q7412666	Samuel Smith Harrison
Q7412691	Samuel Steel Blair
Q7412732	Samuel T. Busey
Q7412740	Samuel T. Worcester
Q7412844	Samuel W. Moulton
Q7412867	Samuel Wallin
Q7412907	Samuel Wells Morris
Q741383	Rod Chandler
Q741799	John S. Richardson
Q742144	Leonard White
Q742198	John L. Wilson
Q742346	Stephen A. Cobb
Q742602	Malcolm A. Moody
Q743157	Jack Fields
Q74337	Thomas Monteagle Bayly
Q74349	Abel Huntington
Q74355	Christopher H. Clark
Q743567	Clyde Roark Hoey
Q7436650	Scott L. Fitzgerald
Q7436720	Scott Lord
Q7437040	Scott Perry
Q7437507	Scott Wike
Q743995	E. W. Marland
Q744037	William L. Armstrong
Q744560	James Davenport
Q744932	William Henry Barnum
Q74517	Thomas B. Jackson
Q7453239	Sereno E. Payne
Q745536	Richard Thurmond Chatham
Q74554	Cadwallader D. Colden
Q74557	Silas Wood
Q74559	James Lent
Q7456501	Seth Hartman Yocum
Q7456541	Seth M. Gates
Q7456626	Seth W. Brown
Q745731	John Davis Long
Q745814	Butler Derrick
Q7458175	Seward H. Williams
Q7459221	William J. Graham
Q746121	Lon A. Scott
Q746252	Henry Thomas Helgesen
Q746279	George W. Atkinson
Q74653	Andrew S. Fulton
Q746803	George Bragg Fielder
Q747450	Thomas J. Word
Q747533	Jacob Michael Kunkel
Q748009	Charles Edward Kiefner
Q748066	Earl Blumenauer
Q748127	George Perkins Marsh
Q7482888	John E. Grotberg
Q7482898	Tom Corcoran
Q748640	Mike Michaud
Q748989	Alexander Ramsey
Q749039	Al Green
Q7495091	Sherlock James Andrews
Q7495500	Sherwood Boehlert
Q74968	William A. Burwell
Q749710	Steve King
Q74972	James Guyon
Q749837	John Test
Q74984	Severn E. Parker
Q749913	Harry H. Seldomridge
Q749945	Eli T. Stackhouse
Q750774	George W. Grider
Q7507907	Sidney Elmer Simpson
Q7508923	Sidney A. Fine
Q7509370	Sidney T. Holmes
Q751364	George Elliott Hagan
Q7514251	Silas Z. Landes
Q75174	Charles Francis Adams, Sr.
Q7519044	Simon J. Schermerhorn
Q7519525	Simon Peter Wolverton
Q7544349	Smedley Darlington
Q7550042	Sobieski Ross
Q7555503	Sol Bloom
Q7558576	Solomon Bundy
Q7558603	Solomon G. Haven
Q7558715	Solomon Newton Pettis
Q7558731	Solomon Robert Dresser
Q7558756	Solomon Taylor North
Q758020	Atterson W. Rucker
Q758458	Aubert C. Dunn
Q758553	Auburn Pridemore
Q759131	Thomas R. Whitney
Q759132	Charles Johnston
Q759133	William Wall
Q759135	Moses G. Leonard
Q759140	Thomas M. Woodruff
Q759142	Frederick A. Tallmadge
Q759144	George Briggs
Q759146	Frank Thomas Shaw
Q759148	Herman Stump
Q759150	Joshua Frederick Cockey Talbott
Q759151	Carville Benson
Q759154	Albert Blakeney
Q759160	Richard D. Davis
Q759227	Obadiah Titus
Q759228	William Benjamin Baker
Q7597235	Staley N. Clarke
Q7597768	Stan Lundine
Q7599421	Stanley A. Prokop
Q7599652	Stanley Henry Kunz
Q7600056	Stanley Woodward Davenport
Q7608520	Stephen A. Day
Q7608529	Stephen A. Hoxworth
Q7608622	Stephen B. Leonard
Q7608654	Stephen Barlow
Q7608834	Stephen C. Millard
Q7609223	Stephen Fowler Wilson
Q7609273	Stephen Geyer Porter
Q7610028	Stephen Morgan
Q7610407	Stephen Ross Harris
Q761153	August E. Johansen
Q7613060	Steve Knight
Q761428	Alexander White
Q7614630	Steven Derounian
Q761572	August H. Andresen
Q761645	Henry William Blair
Q761776	George Washington Owen
Q762215	Walter Judd
Q762618	Joseph Dixon
Q763057	Henry B. Steagall
Q7637646	Summers Melville Jack
Q764548	Benjamin Glover Shields
Q765133	John K. Tarbox
Q765182	Ballard Smith
Q7659772	Sydenham Elnathan Ancona
Q766533	Robert B. Duncan
Q766864	B. J. Monkiewicz
Q766866	Kevin McCarthy
Q767270	Mario Díaz-Balart
Q767426	Henry Johnson
Q767891	John Murphy
Q768040	Augustin Reed Humphrey
Q768207	John J. Eagan
Q768269	Augustine Henry Shepperd
Q768297	Augustine Lonergan
Q7693450	Ted Lieu
Q769752	George W. Campbell
Q7700520	Tennyson Guyer
Q770139	Augustus Albert Hardenbergh
Q770209	Augustus Brandegee
Q770210	Augustus C. Baldwin
Q770438	Augustus Herman Pettibone
Q7704641	Terry L. Bruce
Q770466	George E. Harris
Q770512	Augustus Maxwell
Q770515	John W. Gaines
Q770519	Augustus McCloskey
Q770526	Augustus N. Martin
Q770561	Augustus Peabody Gardner
Q770613	Augustus Romaldus Wright
Q770652	Augustus W. Cutler
Q770669	Augustus Young
Q7708970	Thaddeus Campbell Sweet
Q7708986	Thaddeus J. Dulski
Q7708997	Thaddeus Maclay Mahon
Q771586	David Loebsack
Q772086	Todd Akin
Q772265	Ed Jones
Q772876	Edward Degener
Q773100	Sydney Emanuel Mudd II
Q773306	George S. Shanklin
Q773414	David Clopton
Q773436	James Wakefield
Q774390	Edmund H. Pendleton
Q774424	Robert Le Roy Livingston
Q774493	Abraham Bockee
Q774503	James Strong
Q774535	Thomas P. Grosvenor
Q774546	Walter Patterson
Q774563	Thomas B. Cooke
Q774578	Bartow White
Q774713	Gabriel Moore
Q774959	Joseph Kent
Q774992	Philip Jeremiah Schuyler
Q775039	Eli Perry
Q775070	Sherman Adams
Q775249	Ole J. Kvale
Q775412	Bill Keating
Q775454	James Gillett
Q775545	Thomas Walker Gilmer
Q776226	John A. M. Adair
Q776847	S. W. T. Lanham
Q776941	Henry Waxman
Q777315	Daniel Bailey Ryall
Q777453	Silas Wright
Q777975	James Lindsay Almond, Jr.
Q7781882	Theodore L. Poole
Q7781883	Theodore L. Moritz
Q7783279	Theron Akin
Q7783285	Theron R. Strong
Q778666	Prentiss Walker
Q7786853	Thomas A. Boyd
Q7786862	Thomas A. Doyle
Q7786879	Thomas Albert Jenkins
Q7787237	Thomas B. Dunn
Q7787242	Thomas B. Fletcher
Q7787258	Thomas B. Kyle
Q7787264	Thomas B. Miller
Q7787533	Thomas Beekman
Q7787759	Thomas Boude
Q7788001	Thomas Buchecker Cooper
Q7788070	Thomas Burnside
Q7788146	Thomas C. Love
Q7788446	Thomas Clarke Theaker
Q7788752	Thomas Cunningham Cochran
Q7788766	Thomas Cusack
Q7788865	Thomas David Nicholls
Q7789194	Thomas E. Scanlon
Q7789195	Thomas E. Scroggy
Q778922	Mike Oxley
Q7790237	Thomas Grubb McCullough
Q7790288	Thomas H. Hubbard
Q7790346	Thomas Hale Sill
Q7790585	Thomas Henry
Q7790591	Thomas Henry Burke
Q7790597	Thomas Henry Dale
Q779082	René L. De Rouen
Q7791000	Thomas Irwin
Q7791080	Thomas J. Henderson
Q7791100	Thomas J. Manton
Q7791120	Thomas Joseph O'Brien
Q7791157	Thomas J. Turner
Q7791386	Thomas Jones Rogers
Q7791478	Thomas Kempshall
Q7791563	Thomas Kittera
Q7791625	Thomas L. Bunting
Q7791631	Thomas L. Hamer
Q7792051	Thomas M. Jett
Q7792194	Thomas Marshall Howe
Q7792241	Thomas Maxwell
Q7792626	Thomas Murray, Jr.
Q7792838	Thomas O. Edwards
Q7793056	Thomas Patterson
Q7793563	Thomas Ritchey
Q7793640	Thomas Ross
Q7793717	Thomas S. Butler
Q7793720	Thomas S. Crago
Q7793722	Thomas S. Flood
Q7793893	Thomas Shannon
Q7794276	Thomas Suozzi
Q7794286	Thomas Sutler Williams
Q7794323	Thomas T. Flagler
Q7794539	Thomas Treadwell Davis
Q7794686	Thomas Vernor Smith
Q7794730	Thomas W. Bradley
Q7794741	Thomas W. Ewing
Q7794791	Thomas W. Templeton
Q7795026	Thomas Wharton Phillips
Q7795027	Thomas Wharton Phillips, Jr.
Q7795367	Thomas Y. Howe, Jr.
Q7795700	Thompson Campbell
Q7803244	Tim Burchett
Q7803822	Tim Lee Hall
Q780398	Bob Wise
Q7807110	Timothy Childs
Q7807231	Timothy H. Porter
Q7807307	Timothy Jenkins
Q7807538	Timothy Sullivan
Q7807549	Timothy T. Ansberry
Q781041	Austin Augustus King
Q781047	Austin Blair
Q781077	Austin F. Pike
Q781113	Gary Miller
Q7811600	Tobias A. Plants
Q781167	Austin Scott
Q781336	Dick Armey
Q781497	John J. McIntyre
Q7815723	Tom Emmer
Q7816469	Tom Kindness
Q7817086	Tom O'Halleran
Q7817321	Tom Railsback
Q7817838	Tom Tiffany
Q7817915	Tom Van Horn Moorehead
Q782243	William Singleton Young
Q782404	William H. Kitchin
Q782994	Scott Tipton
Q783970	William H. Frankhauser
Q784037	Chet Edwards
Q784436	Jesse Paine Wolcott
Q7847708	Truman H. Hoag
Q784981	Robert J. Tracewell
Q785622	Aylett R. Cotton
