item	itemLabel
Q1257858	Joseph Humphrey Sloss
Q1257865	William B. Read
Q1258123	John Y. Mason
Q1258294	Robert Bernard Hall
Q1259373	Patrick J. Hillings
Q1259528	Ronald B. Cameron
Q1259830	Alfred Briggs Irion
Q1260074	Frederick Perry Stanton
Q1260497	Robert Lee Doughton
Q1260918	William Carey Jones
Q1261557	John C. Floyd
Q1262258	William P. Baker
Q126264	Berkeley L. Bunker
Q1263385	Lucien N. Nedzi
Q1263713	Dudley C. Haskell
Q1263716	Dudley Chase Denison
Q1263723	Dudley Doolittle
Q1263734	Dudley G. Wooten
Q1263747	Dudley Mays Hughes
Q1263748	Dudley M. Du Bose
Q1263763	Dudley Sanford Gregory
Q1263994	Joseph Rider Farrington
Q1264473	George Madison Adams
Q1264526	Nathaniel Terry
Q1264554	Hiram Y. Smith
Q1264588	Thomas N. Downing
Q1264861	Jean Spencer Ashbrook
Q1265374	Duncan E. McKinlay
Q1265423	Duncan Lamont Clinch
Q1265433	Duncan McFarlan
Q1265712	James Wilson
Q126613	James Breckinridge
Q126644	Solomon Porcius Sharp
Q1266476	John Witcher
Q1266798	Henry St. George Tucker III
Q1267539	Durward Gorham Hall
Q1267708	Jeremiah O'Brien
Q1267962	Dutee Jerauld Pearce
Q1268044	John B. Bennett
Q1268342	John Hogan
Q1268479	Dwight Laing Rogers
Q1268481	Dwight Loomis
Q1268487	Louis B. Heller
Q1268506	Dwight Townsend
Q1268791	James Robert Jones
Q1269113	Michael J. McEttrick
Q1270013	George Bradshaw Kelly
Q1270322	William Darius Jamieson
Q1270692	George E. Hood
Q1270780	Joseph Hall
Q1271006	Jim Ross Lightfoot
Q1271460	Frank Gardner
Q127181	Isaac Edward Holmes
Q127192	Jesse Martin Combs
Q1273367	Le Roy D. Downs
Q1273450	Edward Archibald Mitchell
Q1273477	E. Clay Shaw, Jr.
Q1273496	E. Hart Fenn
Q1273501	E. H. Hedrick
Q1273509	E. John Ellis
Q1273564	E. Ross Adair
Q1273565	E. S. Johnny Walker
Q1273575	E. Stevens Henry
Q1273601	E. Wilder Farley
Q1273922	William Claiborne Dunlap
Q1274294	Richard Swett
Q1274587	S. Otis Bland
Q1274903	Eliza Jane Pratt
Q1274909	Sherman Otis Houghton
Q127524	Edward H. Rollins
Q127597	Jabez Upham
Q1276105	John M. Landrum
Q1276208	Samuel Hunt
Q1276990	Earl B. Ruth
Q1277004	Luther Hanchett
Q1277037	Earl Dewitt Hutto
Q1277051	Earl Landgrebe
Q127713	Thomas G. Morris
Q1277140	Earl Ramage Lewis
Q1277145	Earl Pomeroy
Q1277177	Earl Thomas Coleman
Q1277178	Earl T. Wagner
Q1277195	Earl Wilson
Q1277199	George R. Robbins
Q1277272	Gordon J. Russell
Q1277378	Joseph Lyman
Q1277451	Earle Cabell
Q1277455	Earle D. Willey
Q1277534	Alonzo C. Shuford
Q1278025	Hubert Utterback
Q1278417	Eaton J. Bowers
Q1278583	Eben Newton
Q1278585	Eben Martin
Q1278633	Ebenezer Elmer
Q1278634	Ebenezer Dumont
Q1278641	Ebenezer Herrick
Q1278647	Ebenezer J. Penniman
Q1278648	Ebenezer J. Hill
Q1278650	Ebenezer Huntington
Q1278652	Ebenezer Jackson, Jr.
Q1278655	Ebenezer J. Shields
Q1278659	Ebenezer Knowlton
Q1278660	Ebenezer M. Chamberlain
Q1278664	Ebenezer Mattoon
Q1278667	Ebenezer Pettigrew
Q1278670	Ebenezer Sage
Q1278673	Ebenezer Seaver
Q1278676	Ebenezer Stoddard
Q1278684	Ebenezer Young
Q1278685	Ebenezer Tucker
Q1279172	John Goff Ballentine
Q1280076	William E. Hess
Q1280288	Joe Scarborough
Q1280300	W. Godfrey Hunter
Q1280431	Walter F. Lineberger
Q1280901	Francis Gardner
Q1281002	George M. Landers
Q1281084	Alan Grayson
Q1281091	Thomas Wren
Q1281241	William A. Calderhead
Q1281904	James J. Delaney
Q1281914	Benjamin Pond
Q1281964	John Quayle
Q1281998	Henry Glen
Q1282034	Henry W. Livingston
Q1282055	Michael J. Hogan
Q1282062	James Isaac Van Alen
Q1282080	Samuel Sherwood
Q1282285	Ed Bethune
Q1282293	Ed Bryant
Q1282337	Ed Feighan
Q1282341	Ed Foreman
Q1282355	Ed Gossett
Q1282357	Ed H. Campbell
Q1282411	Ed Markey
Q1282450	Ed Pastor
Q1282477	Ed Royce
Q1282486	Ed Schrock
Q1283387	John Love
Q1283828	Edgar C. Ellis
Q1283830	Edgar C. Wilson
Q1283840	Edgar D. Crumpacker
Q1283913	James Caldwell
Q1283941	Edgar Howard
Q1284012	John Noyes
Q1284198	Edgar W. Hiestand
Q1284208	Edgar Weeks
Q1284215	Edgar Wilson
Q1284584	Robert B. Macon
Q1284586	James A. Hughes
Q1284753	James T. Sandford
Q1285043	Thomas Lilbourne Anderson
Q1285259	William Halstead
Q1285611	Edmond H. Madison
Q1285746	Edmond Spencer Blackburn
Q1286009	Samuel McKean
Q1286085	Edmund Burke
Q1286134	Edmund Cooper
Q1286166	Edmund Deberry
Q1286350	Thomas Daniel Winter
Q1286382	Edmund H. Hinshaw
Q1286695	Steve Rothman
Q1286733	Edmund Platt
Q1286771	Edmund Rice
Q1286905	Edmund Strother Dargan
Q1286933	Edmund Waddill, Jr.
Q1286936	Edmund W. Hubard
Q1286971	Edmund William McGregor Mackey
Q1287122	Edwin Hickman Ewing
Q1287127	Robert Stell Heflin
Q1287577	Edouard Izac
Q1287673	Robert Clark
Q1287678	Joseph Grinnell
Q1287699	Richard McCarty
Q1287707	Samuel Ringgold
Q1287719	John King
Q1287735	John Adams
Q1287744	Valentine Efner
Q1287789	William Fell Giles
Q1287807	Michael Sprigg
Q1287817	Thomas Contee Worthington
Q1287828	John Lee
Q1287900	James F. Stewart
Q1287943	Alexander Randall
Q1288070	Linn Banks
Q1288076	Lee Metcalf
Q1288108	John M. Wolverton
Q1288829	John Hyde Sweet
Q1288974	John Alexander
Q1289184	Richard Hines
Q1289834	George P. Fisher
Q1289889	Jim Clyburn
Q1289901	Harold Ford Jr.
Q1290133	Edward Wade
Q1290195	Knute Hill
Q1290741	Simeon Baldwin
Q1290881	Elias S. Holliday
Q1290926	William Claiborne Owens
Q1291038	Johnathan McCarty
Q1291389	Robert W. Bonynge
Q1291489	Edward A. Pease
Q1291496	Edward A. Warren
Q1291539	Edward Aloysius Kenney
Q1291600	Edward B. Almon
Q1291615	Edward B. Jackson
Q1291618	George Ross Smith
Q1291670	Edward Bates
Q1291674	Edward Beard
Q1291728	Edward Boland
Q1291749	Edward Bradley
Q1291790	Edward Burnett
Q1291814	Edward C. Eicher
Q1291819	Edward C. Kehr
Q1291826	Edward C. Little
Q1291827	Edward C. Mann
Q1291831	Edward C. Moran, Jr.
Q1291832	Edward C. Marshall
Q1291864	Edward Carrington Cabell
Q1291867	Edward Carrington Venable
Q1291929	Edward Colston
Q1291948	Edward Cooper
Q1291967	Edward Cross
Q1291975	Edward Crossland
Q1291976	E. H. Crump
Q1291995	Edward D. Hays
Q1291997	Edward D. Hayden
Q1292046	Edward James Devitt
Q1292048	Edward Dexter Holbrook
Q1292062	Edward Dickinson
Q1292080	Edward Dowse
Q1292090	Edward E. Browne
Q1292099	Edward Eugene Cox
Q1292150	Edward Everett Eslick
Q1292152	Edward Everett Holland
Q1292172	Edward F. McDonald
Q1292190	Edward Fenwick Tattnall
Q1292340	Edward Gilbert
Q1292342	Edward Gilmore
Q1292420	Edward H. Funston
Q1292423	Edward H. Gillette
Q1292431	Edward H. Kruse
Q1292449	Edward H. Smith
Q1292528	Edward Herbert Rees
Q1292556	Harry Gandy
Q1292559	Edward Hills Wason
Q1292589	J. Edward Hutchinson
Q1292607	Edward Isaac Golladay
Q1292634	Edward J. Livernash
Q1292651	Edward J. Stack
Q1292691	Edward J. Robeson, Jr.
Q1292757	Edward Junius Black
Q1292774	Edward Keating
Q1292825	Edward L. Hamilton
Q1292831	Edward L. Martin
Q1292838	Edward L. O'Neill
Q1292910	Edward Lunn Young
Q1292996	Edward Mezvinsky
Q1293051	James S. Jackson
Q1293200	Edward P. Allen
Q1293285	Edward R. Hays
Q1293341	Edward Robb
Q1293357	Edward Robinson
Q1293378	Edward Rumsey
Q1293424	Edward S. Hamlin
Q1293434	Edward S. Minor
Q1293435	Edward S. Lacey
Q129348	James Monroe
Q1293509	Edward Sauerhering
Q129351	William A. Harris
Q1293711	Edward St. Loe Livermore
Q1293750	James Bishop
Q1293755	Edward Stanly
Q1293812	Edward T. England
Q1293817	Edward T. Lewis
Q1293826	Edward T. Taylor
Q1293974	Edward Voigt
Q1293975	Edward W. Carmack
Q1293977	Edward W. Creal
Q1293980	Edward W. Goss
Q1293987	Edward W. Gray
Q129399	Charles W. Whalen
Q1293997	Edward W. McGaughey
Q1294003	Edward W. Pou
Q1294009	Edward W. Townsend
Q1294079	Edward White Robertson
Q129412	Townsend Scudder
Q1294151	Edward Woodruff Seymour
Q1294163	Edward Y. Parsons
Q1294190	Edward deGraffenried
Q129430	Thomas Taber II
Q1294395	Henry Bedinger
Q129440	Archibald Austin
Q129442	William M. McCarty
Q129445	Selah B. Strong
Q1294506	Edwin E. Willis
Q1294523	Edwin E. Roberts
Q1294534	Edwin Forrest Sweet
Q1294559	Edwin Flye
Q1294590	Pehr G. Holmes
Q1294598	Edwin Godwin Reade
Q1294603	Edwin Gray
Q1294630	Edwin H. May, Jr.
Q1294738	Edwin Keith Thomson
Q1294778	Edwin Le Roy Antony
Q1294853	Edwin O. Stanard
Q1294893	Henry Smith Van Eaton
Q1294902	Edwin R. Ridgely
Q1294931	George C. Pendleton
Q1294946	Edwin Russell Durno
Q1295034	Edwin W. Higgins
Q1295041	Edwin W. Keightley
Q1295065	Edwin Willits
Q1295252	George W. Crouse
Q1295353	John D. Stewart
Q1296186	Effiegene Locke Wingo
Q1296236	Effingham Lawrence
Q1296474	Howard J. McMurray
Q129693	Henry B. Metcalfe
Q1297019	Florence P. Dwyer
Q129710	Stephen Taber
Q129719	William Valk
Q129725	Henry Joel Scudder
Q1297308	James S. Cothran
Q129732	William Armstrong
Q129741	Martin Wiley Littleton
Q1297481	Harvey Helm
Q129751	Joseph M. Belford
Q1297559	Joseph Lewis
Q129756	George W. Thompson
Q1297888	Richard N. Hackett
Q1298209	John Creswell
Q1298685	George William Andrews
Q129883	Andrew H. Hamilton
Q1299285	Solomon Strong
Q1299993	William B. Williams
Q1300089	Samuel M. Taylor
Q130024	Johnny Isakson
Q1300575	John Mason Martin
Q130079	David Wu
Q1300837	Ralph R. Eltse
Q1301414	Lewis D. Apsley
Q1301825	William H. Harrison
Q1302074	Godfrey G. Goodwin
Q1302309	Robert Page Morris
Q1302427	William P. Wolf
Q1302851	Jere Cooper
Q1303400	John F. Dockweiler
Q1303518	Peter Plympton Smith
Q1303624	William W. Warren
Q1304089	Miles Taylor
Q1304191	Pearl Peden Oldfield
Q1304717	William Frank Norrell
Q1304754	Joseph Horace Lewis
Q1304972	John Allen Wilcox
Q1305216	H. Joel Deckard
Q1305873	Einar Hoidale
Q1305993	James Beverley Sener
Q1306225	Frank Joseph Guarini
Q1306403	Robert E. Lee Blackburn
Q1306600	James A. Burke
Q1306824	Joseph Winston
Q1306872	Francis Johnson
Q1306989	Paul J. Kilday
Q130715	Isham G. Harris
Q1307312	Thomas Speed
Q1307664	Anthony F. Ittner
Q1307735	Prentiss M. Brown
Q1307742	Richard Harding Poff
Q1308074	John Wilson Campbell
Q1308540	John Woods
Q1308703	George Outlaw
Q1308709	Van. H. Manning
Q1308802	James Gholson
Q1309484	Peter J. Somers
Q1309679	Samuel Swan
Q1309895	Lucius Mendel Rivers
Q13098979	Homer Alonzo Ramey
Q1310298	Eugene F. Loud
Q1310301	James E. O'Hara
Q1310357	William S. Barry
Q1310493	John M. Faison
Q1310606	William C. Lovering
Q1310669	Lucius Jeremiah Gartrell
Q1310939	Hiram Parks Bell
Q1311041	Joshua B. Lee
Q1311139	George H. Christopher
Q1311499	Thomas Lewis
Q1311564	Garry E. Brown
Q1311606	Marmaduke Williams
Q1311758	William Huston Natcher
Q1312076	Herbert B. Warburton
Q1312341	John Davenport
Q1312401	Fred Heineman
Q1313130	Glenn English
Q1313231	Karl Stefan
Q1313504	William Sprague
Q1314053	Robert Ewing Thomason
Q1314285	William J. Keating
Q1314721	Joseph J. Davis
Q1314745	William Ephraim Smith
Q1315384	Walter Folger, Jr.
Q1315798	John L. Blake
Q1315807	Sherrod Williams
Q1316054	Gideon Gardner
Q1317050	Joseph Whitehead
Q1317247	Samuel J. Wilkin
Q1317315	Thompson H. Murch
Q1317576	William N. Baltz
Q1317660	Julius Rockwell
Q1317969	Thomas Hart Benton
Q131923	Mark Harris
Q131929	Edward Dickinson Baker
Q1319342	Erastus Wells
Q1319527	Jeremiah Henry Murphy
Q1320005	Richard Vander Veen
Q1320252	Rezin A. De Bolt
Q1320424	James W. Wise
Q1320592	Frederick Essen
Q132071	David Scott
Q1321753	Gilbert A. Currie
Q13218125	Preston King
Q132182	William Reed
Q13218443	Henry T. Bannon
Q13218801	Lewis L. Boyer
Q13218803	Frank Buchanan
Q13218812	Ira Clifton Copley
Q13218821	John R. Eden
Q13218822	John G. Fary
Q13218833	Joseph P. Hoge
Q13218848	John H. Lewis
Q13218858	Charles McGavin
Q13218859	Thompson W. McNeely
Q13218860	Jesse Hale Moore
Q13218861	William Moxley
Q13218865	John W. Rainey
Q13218866	Frank R. Reid
Q13218871	Lewis W. Ross
Q13218881	Howard M. Snapp
Q13218891	Charles S. Wharton
Q13218893	Nicholas E. Worthington
Q13219079	Parmenio Adams
Q13219081	Martin Charles Ansorge
Q13219085	Francis B. Brewer
Q13219086	Henry C. Brewster
Q13219088	Silas M. Burroughs
Q13219089	William A. Chanler
Q13219090	John C. Clark
Q13219093	Frank Crowther
Q13219094	Newton Martin Curtis
Q13219096	Milton De Lano
Q13219098	Isidore Dollinger
Q13219100	Nehemiah H. Earll
Q13219102	John M. Farquhar
Q13219105	William C. Fields
Q13219107	William K. Fuller
Q13219108	Joseph A. Gavagan
Q13219113	Henry H. Hathorn
Q13219120	Meyer Jacobstein
Q13219121	Charles J. Knapp
Q13219122	John J. LaFalce
Q13219130	Walter Aloysius Lynch
Q13219140	Henry Mitchell
Q13219156	Lewis Riggs
Q13219157	Howard W. Robison
Q13219161	William Fitts Ryan
Q13219163	Jonah Sanford
Q13219169	Lewis Selye
Q13219175	Henry P. Smith III
Q13219177	Homer P. Snyder
Q13219181	Francis E. Spinner
Q13219183	Stephen Strong
Q13219184	Elmer E. Studley
Q13219188	John M. Wever
Q13219191	John Williams
Q13219321	Frank T. Bow
Q13219324	Jacob Brinkerhoff
Q13219351	Jacob Pitzer Cowan
Q13219360	John D. Cummins
Q13219426	John E. Henderson
Q13219439	William Lawrence
Q13219443	John Little
Q13219446	James Mathews
Q13219455	Robert Mitchell
Q13219466	James A. D. Richards
Q13219504	Joseph W. White
Q13219554	William Anderson
Q13219559	Thomas McKee Bayne
Q13219561	Thomas Marshal Bibighaus
Q13219562	Benjamin Alden Bidlack
Q13219565	Jeremiah Brown
Q13219566	Andrew Buchanan
Q13219582	James Hodge Codding
Q13219586	James J. Connolly
Q13219588	Thomas Hartley Crawford
Q13219592	Willard S. Curtin
Q13219595	Isaac Darlington
Q13219596	Harry J. Davenport
Q13219597	John Davis
Q13219602	Milo Melankthon Dimmick
Q13219607	William Addison Duncan
Q13219609	John Edwards (Pennsylvania)
Q13219612	William Cox Ellis
Q13219615	Isaac Newton Evans
Q13219621	J. Harold Flannery
Q13219622	Thomas Birch Florence
Q13219623	John Freedley
Q13219624	Jacob Fry, Jr.
Q13219625	Henry Mills Fuller
Q13219629	James Gamble
Q13219635	William J. Green Jr.
Q13219639	John Hamilton
Q13219640	Moses Hampton
Q13219648	Robert Douglas Heaton
Q13219651	Isaac Ellmaker Hiester
Q13219654	Henry Horn
Q13219655	Jacob Hostetter
Q13219667	J. Roland Kinzer
Q13219668	George Washington Kipp
Q13219672	Joseph Henry Kuhns
Q13219680	James Russell Leech
Q13219687	Norton Lewis Lichtenwalner
Q13219688	James Washington Logue
Q13219689	John Lynch
Q13219690	Levi A. Mackey
Q13219694	John Alexander Magee
Q13219696	Franklin John Maloney
Q13219697	Marc L. Marks
Q13219704	Henry Clay McCormick
Q13219706	John McCulloch
Q13219710	Alexander McDowell
Q13219716	Ner Middleswarth
Q13219718	James Milnor
Q13219720	John Mitchell
Q13219721	John Moffet
Q13219725	Robert Moore
Q13219732	John Alexander Morrison
Q13219736	John W. Murphy
Q13219740	James L. Nelligan
Q13219745	Harry P. O'Neill
Q13219752	John Denniston Patton
Q13219753	Levi Pawling
Q13219759	Robert Philson
Q13219766	Henry Kirke Porter
Q13219787	Matthias Richards
Q13219794	John Buchanan Robinson
Q13219800	John Ross
Q13219802	James Wilfrid Ryan
Q13219804	Benjamin Say
Q13219809	Henry Sherwood (congressman)
Q13219814	Frank Crawford Sites
Q13219816	Francis R. Smith
Q13219818	Joseph F. Smith
Q13219819	Thomas Smith
Q13219823	Jacob Spangler
Q13219825	Philander Stephens
Q13219831	John Stewart
Q13219833	James Dale Strawbridge
Q13219835	Myer Strouse
Q13219836	Howard William Stull
Q13219837	John Cirby Sturtevant
Q13219838	Joel Barlow Sutherland
Q13219839	John Swanwick
Q13219840	William Irvin Swoope
Q13219843	Harve Tibbott
Q13219844	Jacob Turney
Q13219845	Isaac Van Horne
Q13219846	Joseph P. Vigorito
Q13219855	J. Irving Whalley
Q13219856	John Whitehill
Q13219857	Thomas Williams
Q13219860	James Wolfenden
Q13219863	Henry Woods
Q13219864	John Woods
Q13219865	Charles Frederick Wright
Q13219870	Hendrick Bradley Wright
Q13219872	Jacob Senewell Yost
Q13219989	Charles Rich
Q132218	Rudolph Gabriel Tenerowicz
Q1322331	Bill Jenkins
Q1322345	Tommy F. Robinson
Q1322443	John Robert Murdock
Q132302	Bill Thomas
Q1323113	Lewis L. Morgan
Q1323196	Mike Thompson
Q132330	Horace Maynard
Q1323685	Jesse J. Finley
Q132393	Joseph Howell
Q132424	Albert W. Jefferis
Q1325278	Elbert H. Hubbard
Q1325283	Elbert S. Brigham
Q1325393	Elbridge G. Spaulding
Q1325397	Elbridge Gerry
Q1325628	Eldon Rudd
Q1325672	Eldred Simkins
Q1325792	Eleazer Wheelock Ripley
Q1326022	Gilchrist Porter
Q1326425	William B. Shattuc
Q1326598	Albert Taylor Goodwyn
Q1326753	James T. Pratt
Q1326874	Lincoln Diaz-Balart
Q1327413	John T. Heard
Q1328567	Elford Albin Cederberg
Q1328857	Eli Sims Shorter
Q1328873	Eli Thayer
Q1328941	Eliakim Persons Walton
Q1329038	Elias Earle
Q1329079	Elias Keyes
Q1329117	Elias Perkins
Q1329360	Elijah A. Morse
Q1329362	Elijah B. Lewis
Q1329375	Elijah Cubberley Hutchinson
Q1329388	Elijah Hise
Q1329398	Elijah H. Mills
Q1329403	Elijah Hise Norton
Q1329407	Tic Forrester
Q1329422	Elijah Phister
Q1329428	Elijah V. Brookshire
Q1329431	Elijah Webb Chastain
Q1329607	Eliphalet Wickes
Q1329618	Eliot Engel
Q1330305	Lowell Stockman
Q1330705	Elisha D. Cullen
Q1330706	Elisha Embree
Q1330711	Elisha Haley
Q1330716	Elisha Hunt Allen
Q1330727	Elisha Phelps
Q1330730	Elisha Reynolds Potter
Q1330735	Elisha R. Potter
Q1330743	Elisha Standiford
Q1331285	Elizabeth P. Farrington
Q1331367	Elizur Goodrich
Q1332062	Ellery Albee Hibbard
Q1332310	Elliott H. Levitas
Q1332336	Elliott M. Braxton
Q1332385	Michael Liebel, Jr.
Q1332462	Ellis Yarnal Berry
Q1332532	Orrice Abram Murdock, Jr.
Q1332557	Ellsworth Foote
Q1332779	John William Davis
Q1332910	Elmer A. Morse
Q1332924	Elmer H. Wene
Q1332941	Elmer Burkett
Q1332950	Elmer L. Fulton
Q1332958	Elmer O. Leatherwood
Q1332975	Elmer Ryan
Q1332996	John William Elmer Thomas
Q1333064	John Andrew Young
Q1333187	Matthew D. Lagan
Q1333684	John Culpepper
Q1334176	Elva R. Kendall
Q1334282	James Meacham
Q1334440	Elza Jeffords
Q1334654	Emanuel Cleaver
Q1334690	William Medcalf Kinsey
Q1335077	Nathaniel Claiborne
Q1335257	Warren Grant Magnuson
Q1335316	Oliver H. Cross
Q1335544	Emerson Etheridge
Q1335684	Jim Saxton
Q1335767	Jabez Leftwich
Q1336285	James Fisk
Q1337208	Emile La Sére
Q1337459	Jim McGovern
Q1337534	Stanyarne Wilson
Q1337605	John Anton Blatnik
Q1337736	Jim Moran
Q1337761	Schuyler Merritt
Q1338104	Robert Desha
Q1338128	Poindexter Dunn
Q1338647	Joseph Rea Reed
Q1338660	Alfred Eliab Buck
Q1338714	Emmet O'Neal
Q1338728	Emmett Marshall Owen
Q1338739	Emmett Wilson
Q1339061	Emory Hilliard Price
Q1339884	Nathaniel B. Eldredge
Q1339917	John Robertson
Q1340268	John Garamendi
Q134035	Rodney L. Davis
Q1340640	Joseph Jorgensen
Q1341723	Thomas Lanier Clingman
Q1341989	Rees Bowen
Q1343059	James Thompson
Q1343496	Maurice J. Sullivan
Q1343872	John Seaton Robinson
Q1343884	William M. Beckner
Q1344200	Michael F. Doyle
Q1344689	John Doolittle
Q1344707	John Boozman
Q1344733	John L. MacDonald
Q1344743	Jerry McNerney
Q1344755	Jo Bonner
Q1345201	Henry Martin Jackson
Q1345537	Jim Ryun
Q1345855	Tom Campbell
Q1345876	William Henry Ashley
Q1346403	Epaphroditus Champion
Q1346725	James Morgan Jr.
Q1346812	Ephraim Bateman
Q1346823	Ephraim K. Smart
Q1347318	Ezekiel S. Sampson
Q1347573	William Y. Humphreys
Q1347832	Henry E. Barbour
Q1347844	Stewart Udall
Q1348094	Erasmus W. Beck
Q1348137	Erastus J. Turner
Q1348731	Thomas Wynns
Q1348856	Robert Lee Moore
Q1349142	John Bell
Q1349391	J. Ernest Wharton
Q1349840	Miles T. Granger
Q1350106	Louis A. Bafalis
Q1350196	Francis Preston Blair
Q1350330	Jack Metcalf
Q1351057	George Henry White
Q1351262	John W. Summers
Q1351459	Wayne R. Grisham
Q1353450	William Magear Tweed
Q1353767	Thaddeus Stevens
Q1353949	George Radanovich
Q1354246	Stewart Hoffman Appleby
Q1355078	Worthington Curtis Smith
Q1355895	Robert M. T. Hunter
Q1355945	Jerry J. O'Connell
Q13562359	Ayanna Pressley
Q13562489	Sylvia Garcia
Q1356294	Ernest E. Wood
Q1356333	Ernest Willard Gibson
Q1356373	Ernest Istook
Q1356392	Ernest King Bramblett
Q1356413	Hugo S. Sims, Jr.
Q1356421	Ernest M. Pollard
Q1356423	Ernest Lundeen
Q1356455	Robert Daniel
Q1356495	Ernest Robinson Ackerman
Q1356570	Ernest W. Roberts
Q1356917	Ernie Konnyu
Q1357200	John William Davis
Q1357221	Job Durfee
Q1358019	James Iver McKay
Q1358212	John McDuffie
Q1359158	Jamie Whitten
Q1359292	William H. Randall
Q1360283	Harold Lovre
Q1360799	James Parker II
Q1361138	Francis Willis
Q1361539	Errett P. Scrivner
Q1362171	Will E. Neal
Q1362237	Michael J. Harrington
Q1363181	George Strother
Q1363468	Mike DeWine
Q1364108	Theodore Dwight
Q1364165	Isaac Goodnight
Q1365631	Robert L. Ramsay
Q1365675	William Fletcher Sapp
Q1365787	Jerry Moran
Q1365847	Wilder D. Foster
Q1366285	William A. McKeighan
Q1366620	James Abourezk
Q1366896	J. Edward Roush
Q136721	Zabdiel Sampson
Q1367486	Lemuel W. Royse
Q1368315	Spencer Bachus
Q1368374	Joseph Story
Q1368417	Wally Herger
Q1368460	Robert E. Cramer
Q1369509	John Van McDuffie
Q1370326	Fred H. Hildebrandt
Q1370873	Ogden L. Mills
Q1370968	John Conyers
Q1371160	Ethelbert Barksdale
Q1371272	John Wingate Weeks
Q1371323	Patrick H. Kelley
Q1371498	John McLean
Q1371889	John E. Raker
Q1372619	John L. McClellan
Q1373041	Eugene A. Chappie
Q1373045	Eugene Atkinson
Q1373047	Eugene B. Crowe
Q1373054	Eugene Black
Q1373076	Eugene D. O'Sullivan
Q1373087	Eugene Elliott Reed
Q1373098	John Hill
Q1373107	Eugene Hale
Q1373121	Eugene Jerome Hainer
Q1373151	Eugene McLanahan Wilson
Q1373204	Francis Eugene Worley
Q1373354	Eugenius Aristides Nisbet
Q1373548	Paul Tonko
Q1373554	George H. Browne
Q1373575	Jesse Franklin Cleveland
Q1373799	Joseph Kille
Q1373928	Tazewell Ellett
Q1374183	Hugh S. Legaré
Q1374474	William Windom
Q1375119	Robert Charles Winthrop
Q1375415	Robert A. Grant
Q1375704	Felix Grundy
Q1376054	George Sullivan
Q1376159	William Pinkney
Q1376501	William Dawson
Q1376621	Lincoln Dixon
Q1376636	John William Wright Patman
Q1377337	Frederick Simpson Deitrick
Q137745	John Calvin Mason
Q1377727	Roderick Dhu Sutherland
Q1378052	Samuel Taliaferro Rayburn
Q137844	John Claiborne
Q137858	Leven Powell
Q1378587	Isaac C. Bates
Q137864	Henry G. Stebbins
Q1378698	Eustace Gibson
